MODEL;DATASET;PERC_T;PERC_U;PERC_L;CV;SAMPLES;METRIC;VALUE_MEAN;VALUE_STD
KMEANS-RF;DIGITS;20;79.5;0.5;2;2;AUC_WEIGHTED;0.9725258225868035;0.01442288837600826
KMEANS-RF;DIGITS;20;79.5;0.5;2;2;F1_MACRO;0.7478005249190677;0.04951850318736793
KMEANS-RF;DIGITS;20;79.5;0.5;2;2;F1_WEIGHTED;0.7473138559091376;0.051356021368502376
LADDER-NETWORK;DIGITS;20;79.5;0.5;2;2;ACCURACY;0.8178955496167326;0.03338983233535982
LADDER-NETWORK;DIGITS;20;79.5;0.5;2;2;AUC_MACRO;0.9784094289891779;0.0014503345845779906
LADDER-NETWORK;DIGITS;20;79.5;0.5;2;2;AUC_WEIGHTED;0.9776339942243091;0.0015603244838344505
LADDER-NETWORK;DIGITS;20;79.5;0.5;2;2;F1_MACRO;0.8138638076466798;0.03687208523840539
LADDER-NETWORK;DIGITS;20;79.5;0.5;2;2;F1_WEIGHTED;0.8110102680713708;0.03875735790830118
LABEL-SPREADING;DIGITS;20;79.5;0.5;2;2;ACCURACY;0.880933044215782;0.040831762525664964
LABEL-SPREADING;DIGITS;20;79.5;0.5;2;2;AUC_MACRO;0.9906136919753554;0.004637621934885227
LABEL-SPREADING;DIGITS;20;79.5;0.5;2;2;AUC_WEIGHTED;0.9903921029460894;0.0046907357696643216
LABEL-SPREADING;DIGITS;20;79.5;0.5;2;2;F1_MACRO;0.874958532619831;0.05104035155763736
LABEL-SPREADING;DIGITS;20;79.5;0.5;2;2;F1_WEIGHTED;0.8734840972989371;0.05225951522013306
RANDOM-FOREST;DIGITS;20;79.9;0.09999999999999432;2;2;ACCURACY;0.46212533405879436;0.07309735528376295
RANDOM-FOREST;DIGITS;20;79.9;0.09999999999999432;2;2;AUC_MACRO;0.8660226506712363;0.042252517800938576
RANDOM-FOREST;DIGITS;20;79.9;0.09999999999999432;2;2;AUC_WEIGHTED;0.8644532863130566;0.041917990446534055
RANDOM-FOREST;DIGITS;20;79.9;0.09999999999999432;2;2;F1_MACRO;0.4506645497086492;0.07331545173558561
RANDOM-FOREST;DIGITS;20;79.9;0.09999999999999432;2;2;F1_WEIGHTED;0.44998063158064555;0.07308037009263428
NEURAL-NETWORK;DIGITS;20;79.9;0.09999999999999432;2;2;ACCURACY;0.5183864360127383;0.06506629094853941
NEURAL-NETWORK;DIGITS;20;79.9;0.09999999999999432;2;2;AUC_MACRO;0.8890545329217472;0.021653487590374828
NEURAL-NETWORK;DIGITS;20;79.9;0.09999999999999432;2;2;AUC_WEIGHTED;0.888591672212045;0.021507839332890907
NEURAL-NETWORK;DIGITS;20;79.9;0.09999999999999432;2;2;F1_MACRO;0.4928935384890748;0.053789967111625966
NEURAL-NETWORK;DIGITS;20;79.9;0.09999999999999432;2;2;F1_WEIGHTED;0.4911360011725263;0.05517070437062575
KMEANS-RF;DIGITS;20;79.9;0.09999999999999432;2;2;ACCURACY;0.694325801341036;0.038373333193829434
KMEANS-RF;DIGITS;20;79.9;0.09999999999999432;2;2;AUC_MACRO;0.9425372260172091;0.0233022437855541
KMEANS-RF;DIGITS;20;79.9;0.09999999999999432;2;2;AUC_WEIGHTED;0.9419659181490271;0.02307532332060657
KMEANS-RF;DIGITS;20;79.9;0.09999999999999432;2;2;F1_MACRO;0.6810582334736428;0.04674699608845654
KMEANS-RF;DIGITS;20;79.9;0.09999999999999432;2;2;F1_WEIGHTED;0.680101775987407;0.04413248118307634
