MODEL;DATASET;PERC_T;PERC_U;PERC_L;CV;SAMPLES;METRIC;VALUE_MEAN;VALUE_STD
LABEL-SPREADING;CIFAR;20.0;79.0;1.0;5;10;F1_MACRO;0.01980075131416014;0.0033867330354291586
LABEL-SPREADING;CIFAR;20.0;79.0;1.0;5;10;F1_WEIGHTED;0.018662123542569006;0.003817292593387636
NEURAL-NETWORK;CIFAR;20.0;40.0;40.0;5;10;ACCURACY;0.19061671272074476;0.061458046680239464
NEURAL-NETWORK;CIFAR;20.0;40.0;40.0;5;10;AUC_MACRO;0.6590280319120524;0.09823800721413369
NEURAL-NETWORK;CIFAR;20.0;40.0;40.0;5;10;AUC_WEIGHTED;0.6592258520788558;0.09829172561228779
NEURAL-NETWORK;CIFAR;20.0;40.0;40.0;5;10;F1_MACRO;0.12156794711364094;0.0791253797310972
NEURAL-NETWORK;CIFAR;20.0;40.0;40.0;5;10;F1_WEIGHTED;0.12333895468652509;0.07929401032924793
NEURAL-NETWORK;CIFAR;20.0;45.0;35.0;5;10;ACCURACY;0.1814502895483476;0.059425699856283494
NEURAL-NETWORK;CIFAR;20.0;45.0;35.0;5;10;AUC_MACRO;0.644927984640448;0.09819053252927366
NEURAL-NETWORK;CIFAR;20.0;45.0;35.0;5;10;AUC_WEIGHTED;0.6453574794184611;0.09843971181473127
NEURAL-NETWORK;CIFAR;20.0;45.0;35.0;5;10;F1_MACRO;0.10853993574257291;0.07255348933844051
NEURAL-NETWORK;CIFAR;20.0;45.0;35.0;5;10;F1_WEIGHTED;0.11071763802519731;0.07323659394630365
NEURAL-NETWORK;CIFAR;20.0;50.0;30.0;5;10;ACCURACY;0.17816912503566393;0.05751467111834594
NEURAL-NETWORK;CIFAR;20.0;50.0;30.0;5;10;AUC_MACRO;0.6438136694144981;0.0970794792547889
NEURAL-NETWORK;CIFAR;20.0;50.0;30.0;5;10;AUC_WEIGHTED;0.6440133292577116;0.0971451087956377
NEURAL-NETWORK;CIFAR;20.0;50.0;30.0;5;10;F1_MACRO;0.10635576753292968;0.07102400966680648
NEURAL-NETWORK;CIFAR;20.0;50.0;30.0;5;10;F1_WEIGHTED;0.10785145572345377;0.0714804619567272
NEURAL-NETWORK;CIFAR;20.0;55.0;25.0;5;10;ACCURACY;0.17189580909713342;0.054628098978869645
NEURAL-NETWORK;CIFAR;20.0;55.0;25.0;5;10;AUC_MACRO;0.6387431017006496;0.09465495535397701
NEURAL-NETWORK;CIFAR;20.0;55.0;25.0;5;10;AUC_WEIGHTED;0.6390421819201231;0.09474491868355556
NEURAL-NETWORK;CIFAR;20.0;55.0;25.0;5;10;F1_MACRO;0.10082748399728683;0.0683742872072967
NEURAL-NETWORK;CIFAR;20.0;55.0;25.0;5;10;F1_WEIGHTED;0.10229555538823595;0.06903881601147453
NEURAL-NETWORK;CIFAR;20.0;60.0;20.0;5;10;ACCURACY;0.17215762689011332;0.04842886213933252
NEURAL-NETWORK;CIFAR;20.0;60.0;20.0;5;10;AUC_MACRO;0.6417901748495517;0.08558773843055228
NEURAL-NETWORK;CIFAR;20.0;60.0;20.0;5;10;AUC_WEIGHTED;0.6421306205238195;0.08580415914102797
NEURAL-NETWORK;CIFAR;20.0;60.0;20.0;5;10;F1_MACRO;0.09705140401450592;0.05935115436862426
NEURAL-NETWORK;CIFAR;20.0;60.0;20.0;5;10;F1_WEIGHTED;0.09898747042092432;0.060022427784956214
NEURAL-NETWORK;CIFAR;20.0;65.0;15.0;5;10;ACCURACY;0.16057708269089827;0.044619243026543395
NEURAL-NETWORK;CIFAR;20.0;65.0;15.0;5;10;AUC_MACRO;0.6256733551386102;0.08352015817195779
NEURAL-NETWORK;CIFAR;20.0;65.0;15.0;5;10;AUC_WEIGHTED;0.625768532600626;0.08365684300848092
NEURAL-NETWORK;CIFAR;20.0;65.0;15.0;5;10;F1_MACRO;0.07719563263063697;0.049528299637737735
NEURAL-NETWORK;CIFAR;20.0;65.0;15.0;5;10;F1_WEIGHTED;0.0781304249719993;0.04994647318519531
NEURAL-NETWORK;CIFAR;20.0;70.0;10.0;5;10;ACCURACY;0.15045373446748633;0.04236321509169503
NEURAL-NETWORK;CIFAR;20.0;70.0;10.0;5;10;AUC_MACRO;0.6013742724702387;0.08610128375640116
NEURAL-NETWORK;CIFAR;20.0;70.0;10.0;5;10;AUC_WEIGHTED;0.6015136255403182;0.08648265978133743
NEURAL-NETWORK;CIFAR;20.0;70.0;10.0;5;10;F1_MACRO;0.0691505116685266;0.04912167544181008
NEURAL-NETWORK;CIFAR;20.0;70.0;10.0;5;10;F1_WEIGHTED;0.07018264448268872;0.049288124428663115
NEURAL-NETWORK;CIFAR;20.0;75.0;5.0;5;10;ACCURACY;0.14198227123300927;0.036324375230169126
NEURAL-NETWORK;CIFAR;20.0;75.0;5.0;5;10;AUC_MACRO;0.5958178193632261;0.06737179274658545
NEURAL-NETWORK;CIFAR;20.0;75.0;5.0;5;10;AUC_WEIGHTED;0.5960301033093655;0.06790090406428582
NEURAL-NETWORK;CIFAR;20.0;75.0;5.0;5;10;F1_MACRO;0.06576408440407401;0.04002325097780217
NEURAL-NETWORK;CIFAR;20.0;75.0;5.0;5;10;F1_WEIGHTED;0.06634251673942387;0.04015678536388513
NEURAL-NETWORK;CIFAR;20.0;79.5;0.5;5;10;ACCURACY;0.11373436431057582;0.02072971672794473
NEURAL-NETWORK;CIFAR;20.0;79.5;0.5;5;10;AUC_MACRO;0.5530792002087049;0.03427958666847771
NEURAL-NETWORK;CIFAR;20.0;79.5;0.5;5;10;AUC_WEIGHTED;0.5534516849831863;0.034503231082162945
NEURAL-NETWORK;CIFAR;20.0;79.5;0.5;5;10;F1_MACRO;0.04702399604125923;0.017090970455150442
NEURAL-NETWORK;CIFAR;20.0;79.5;0.5;5;10;F1_WEIGHTED;0.04713643710798166;0.017117321952383108
NEURAL-NETWORK;CIFAR;20.0;79.9;0.1;5;10;ACCURACY;0.11398137275302794;0.021382922185196617
NEURAL-NETWORK;CIFAR;20.0;79.9;0.1;5;10;AUC_MACRO;0.540282079515599;0.034897034818197725
NEURAL-NETWORK;CIFAR;20.0;79.9;0.1;5;10;AUC_WEIGHTED;0.5403517550576595;0.035641766820294594
NEURAL-NETWORK;CIFAR;20.0;79.9;0.1;5;10;F1_MACRO;0.05249122136445961;0.01904130575689599
NEURAL-NETWORK;CIFAR;20.0;79.9;0.1;5;10;F1_WEIGHTED;0.05271831013000249;0.019772054313694054
NEURAL-NETWORK;CIFAR;20.0;79.0;1.0;5;10;ACCURACY;0.12259688507325084;0.026107810690491066
NEURAL-NETWORK;CIFAR;20.0;79.0;1.0;5;10;AUC_MACRO;0.5658346816746259;0.042020887798589715
NEURAL-NETWORK;CIFAR;20.0;79.0;1.0;5;10;AUC_WEIGHTED;0.5660881751405743;0.042074102655009514
NEURAL-NETWORK;CIFAR;20.0;79.0;1.0;5;10;F1_MACRO;0.052278993304354975;0.024628023303728486
NEURAL-NETWORK;CIFAR;20.0;79.0;1.0;5;10;F1_WEIGHTED;0.052997244270330895;0.02501216646448167
RANDOM-FOREST;CIFAR;20.0;40.0;40.0;5;10;ACCURACY;0.31142149168565414;0.010007534472969527
RANDOM-FOREST;CIFAR;20.0;40.0;40.0;5;10;AUC_MACRO;0.7568896285794916;0.004201006141115942
RANDOM-FOREST;CIFAR;20.0;40.0;40.0;5;10;AUC_WEIGHTED;0.7569158824578728;0.004042305758305511
RANDOM-FOREST;CIFAR;20.0;40.0;40.0;5;10;F1_MACRO;0.28155431361265726;0.011519849546257201
RANDOM-FOREST;CIFAR;20.0;40.0;40.0;5;10;F1_WEIGHTED;0.28109916954939285;0.013624170087019423
RANDOM-FOREST;CIFAR;20.0;45.0;35.0;5;10;ACCURACY;0.3122735675780848;0.008793749762009974
